Unnamed: 0,Tweet,Date,Username,Hashtags,Category
253,Share of India's population with access to household toilet. 2015: 42.8% 2016: 50.6% 2017: 64.2% 2018: 82.6% (India Ministry of Drinking Water and Sanitation),2020-01-20 01:06:10+00:00,DoctorCleen,,Sanitation
254,"They could buy tiny home zoned land for homeless people to develop for shelter. They could install public sanitation sites for doing laundry, washing &amp; toilet facilities perhaps incorporating them somehow with existing entities.",2020-01-19 22:18:26+00:00,wingsandsong,,Sanitation
255,Why not have an app where parents can report of food and the food quality of mid day meal!! The rural and villag schools are in a pathetic state..#Toilets need a proper wash and sanitation,2020-01-19 20:25:11+00:00,minal_bhatia,#Toilets,Sanitation
256,Not visiting until you fix your sanitation system.. all Indians deserve toilets! ,2020-01-19 18:17:26+00:00,cblazblaz,,Sanitation
257,most of the households in Pakistan do not have access to adequate potable or shallow water. Many of them also lack toilets and adequate sanitation systems #غریب_کو_ریلیف_دو,2020-01-19 17:51:05+00:00,ALI1PVS,,Sanitation
258,Share of India's population with access to household toilet. 2015: 42.8% 2016: 50.6% 2017: 64.2% 2018: 82.6% (India Ministry of Drinking Water and Sanitation),2020-01-19 16:38:51+00:00,ishwarlal1998,,Sanitation
259,"Troops of #IndianArmy dedicated a Computer lab &amp; 2 two toilet blocks to Govt Sr Secy School, Walong, Anjaw, Arunachal Pradesh on 17 Jan. This will facilitate the students in pursuing their dreams &amp; will also improve the hygiene &amp; sanitation standards. @adgpi @SpokespersonMoD",2020-01-19 14:05:55+00:00,easterncomd,#IndianArmy,Sanitation
260,Madarsachaap Read my Comments again India does have 90% above Sanitation facilities not like Toilet Less Pakistan ,2020-01-19 13:55:05+00:00,sanjay24816,,Sanitation
261,Share of India's population with access to household toilet. 2015: 42.8% 2016: 50.6% 2017: 64.2% 2018: 82.6% (India Ministry of Drinking Water and Sanitation),2020-01-19 13:42:48+00:00,ianujagnihotri,,Sanitation
262,So your people used to think of it as a necklace and majority of people in my country don't use Western style toilets now go back to your work or you and your family might not get dinner poor Kenyans no food no water and is concerned about India's sanitation,2020-01-19 13:22:30+00:00,JotaroKuj0,,Sanitation
263,Share of India's population with access to household toilet. 2015: 42.8% 2016: 50.6% 2017: 64.2% 2018: 82.6% (India Ministry of Drinking Water and Sanitation) #News #Economy #Politics,2020-01-19 13:21:24+00:00,TheEconomian,#News #Economy #Politics,Sanitation
264,@chetan_bhagat Share of India's population with access to household toilet. 2015: 42.8% 2016: 50.6% 2017: 64.2% 2018: 82.6% (India Ministry of Drinking Water and Sanitation),2020-01-19 13:17:35+00:00,Krishna31224069,,Sanitation
265,Share of India's population with access to household toilet. 2015: 42.8% 2016: 50.6% 2017: 64.2% 2018: 82.6% (India Ministry of Drinking Water and Sanitation) spectatorindex The Spectator Index https://twitter.com/spectatorindex/status/1218873238354321409,2020-01-19 13:07:19+00:00,BlogSlovenija,,Sanitation
266,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,Sanitation
267,Share of India's population with access to household toilet. 2015: 42.8% 2016: 50.6% 2017: 64.2% 2018: 82.6% (India Ministry of Drinking Water and Sanitation) (@spectatorindex),2020-01-19 12:31:32+00:00,TheMontyHall,,Sanitation
268,"Along with the construction of a #toilet, it’s equally important to use and maintain it. Regular cleaning of your #sanitation facility will help you avert a number of diseases. @swachhbharat @narendramodi @MyGovNagaland @mygovindia @JPNadda @PMOIndia",2020-01-19 11:00:00+00:00,BJP4Nagaland,#toilet #sanitation,Sanitation
269,I dunno. I do know they help build toilets in countries that need better sanitation. You could email the company they are happy to answer enquiries,2020-01-19 09:39:46+00:00,QAustralian,,Sanitation
270,"swachhbharat: Along with the construction of a #toilet, it’s equally important to use and maintain it. Regular cleaning of your #sanitation facility will help you avert a number of diseases. ",2020-01-19 08:21:24+00:00,SiddharthHIND,#toilet #sanitation,Sanitation
271,"swachhbharat: A twin-pit #toilet has multiple benefits. It's easy to build, maintain and is cost-effective. Watch this video to know more about this innovative #sanitation technology. ",2020-01-19 08:21:22+00:00,SiddharthHIND,#toilet #sanitation,Sanitation
272,Toilet Bidet Seat Spray Istinja Water Bathroom Home Sanitation Single Nozzle New https://ebay.us/cVrWCJ via @eBay,2020-01-19 06:48:18+00:00,crazyozdiscount,,Sanitation
273,Toilet Bidet Seat Spray Istinja Water Bathroom Home Sanitation Single Nozzle New https://ebay.us/pHixJ5 via @eBay,2020-01-19 04:56:23+00:00,crazyozdiscount,,Sanitation
274,"@IRCTCofficial @piyushgoyal Sir we are travelling in train no. 12715 sachkhand express coach no B5 , service by sanitation staff is veryyyy poor . The toilets are overflowing .All passengers are very frustrated. Please take necessary action.",2020-01-19 04:13:12+00:00,Rishi61410214,,Sanitation
275,"Bill Gates wants to improve sanitation in Africa (a worthy goal) by building more toilets, not by addressing the public corruption that stole the sanitation money in the first place.",2020-01-19 02:01:50+00:00,gentXray,,Sanitation
276,"I love Who Gives A Crap toilet paper, tissues and paper towels. They arrive with no plastic packaging and are made with recycled products. Plus they use profits to help sanitation efforts in underdeveloped areas. Win, win, win....and win! https://www.talkable.com/x/L3S6iP",2020-01-19 01:40:48+00:00,Wylde_Hair,,Sanitation
277,"The biggest global story you didn’t hear about this year was the successful conclusion of India's extraordinary sanitation drive. In the last five years, 90 million toilets have been built, 93% of households now have access,...",2020-01-18 23:15:00+00:00,mlstotts,,Sanitation
278,"Abiodun Oluwapelumi Joshua renovated the toilet of Eletu Odibo Senior High School, Abule-Oja Yaba. Today we celebrate Abiodun for taking a step in promoting Goal 6 which is Clean water and Sanitation. Thank you SDGs CHAMPION @NGYouthSDGs @officialnyscng @UreportNigeria",2020-01-18 22:30:55+00:00,lagos_sdgs,,Sanitation
279,Schools have toilet paper and give out condoms. Why aren't other vital sanitation products necessary.,2020-01-18 20:01:21+00:00,AManFromLucania,,Sanitation
280,Misbehaviour by dispensary officials to misbehaviour by the police are just a few of the issues in #Badli. Govt Schools have no sanitation facilities in the area where toilets are not cleaned for weeks. @devendrayadvinc @shaminaaaa #DelhiAssemblyElections,2020-01-18 15:01:06+00:00,szarita,#Badli #DelhiAssemblyElections,Sanitation
281,"There's so much this government could have done. They could've worked on climate issues, worked on improving sanitation, provide toilets, jobs, science, anything! Instead they chose to enact a law steeped in religious discrimination. Such a waste of resources. #BJP #fail",2020-01-18 14:58:16+00:00,cacaophilix,#BJP #fail,Sanitation
282,"#TransformingLives Unit of #IndianArmy under #OpSadbhavana dedicated a set of toilet block to the students of High School, Kachubari at Tamulpur, Assam on 17 Jan. The initiative will improve the hygiene &amp; sanitation standards of school &amp; society as a whole @adgpi @SpokespersonMoD",2020-01-18 12:57:17+00:00,easterncomd,#TransformingLives #IndianArmy #OpSadbhavana,Sanitation
283,"Team behind the successful #training on designing on-site sanitation system in #Bijnor along with the trained #masons who built the #septictank and #twinpit toilet, during the training. @cleanganganmcg @CSE_FSSM_UP @NFSSMalliance @BMGFIndia @indiawater @WorldBankWater @wateraid",2020-01-18 10:46:50+00:00,Bhitey,#training #Bijnor #masons #septictank #twinpit,Sanitation
284,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,Sanitation
285,"@KTRTRS we r lucky to have as a leader for telangana... we r happy wat so far done and doing to people bt incase sanitation, public toilets maintenance,water atms is also bad sir.. pls sir look into .... i feel for anything maitenance is most important than invention...",2020-01-18 10:43:46+00:00,EnviKosika,,Sanitation
286,Beautification at all Swachh Toilets by Ghmc Sanitation staff #SwachhSurvekshan2020 #SwachhSurvekshan2020Hyderabad #SwachhBharat #SwachhBharaturban #SwachhBharatMission,2020-01-18 05:41:14+00:00,Environ73530815,#SwachhSurvekshan2020 #SwachhSurvekshan2020Hyderabad #SwachhBharat #SwachhBharaturban #SwachhBharatMission,Sanitation
287,Much has been done..but you wouldn't have the slightest knowledge regarding it..and about sanitation..95 million toilets have been constructed in india...but about pakistan it's sanitation too is worse...and India's HDI is more than pakistan..i hope you know what HDI means!,2020-01-18 03:38:08+00:00,Battle_angel01,,Sanitation
288, Google it India has 99% sanitation compare to Pakistan you not have basic sanitation only 37%pakistani use toilet you are fool,2020-01-18 02:55:19+00:00,Ranjeet00066937,,Sanitation
289,There were LOTS of public toilets all over Medieval Europe. They also had public baths and had soap before even the Roman empire. There has been sanitation found in Scotland dating back to prehistoric times.,2020-01-18 02:08:17+00:00,fakehistoryhunt,,Sanitation
290,Toilet Bidet Seat Spray Istinja Water Bathroom Home Sanitation Single Nozzle New https://ebay.us/cVrWCJ via @eBay,2020-01-17 23:53:23+00:00,crazyozdiscount,,Sanitation
291,Bidet Toilet Seat LED Non Electric Dual Spray Istinja Water Bathroom Sanitation https://ebay.us/XCPhzJ via @eBay,2020-01-17 23:51:39+00:00,crazyozdiscount,,Sanitation
292,More than half of the world’s population doesn't have safe sanitation systems. But the Gates Foundation is spending millions in toilet R&amp;D to help. #Gatesfoundation #Toilets #Sanitation http://ow.ly/rIig50xoLuO,2020-01-17 22:00:59+00:00,Earth911,#Gatesfoundation #Toilets #Sanitation,Sanitation
293,You get the picture. Modern men/women gravely underestimate the importance of sanitation and hygiene. We live in dwellings with 2-3 toilets. People didn't even dream of that sort of luxury back then.,2020-01-17 19:30:19+00:00,med1cinewoman,,Sanitation
294,Thyphoid and cholera are way too prevalent. They can be almost eliminated with proper facilities. We need a mass campaign to build toilets. Please help us fight to declare the world open defecation free! #endopendefecation #sdg6 #communitydevelopment #health #sanitation,2020-01-17 19:07:50+00:00,Chandyloosfound,#endopendefecation #sdg6 #communitydevelopment #health #sanitation,Sanitation
295,"Congrats Sir . We welcome the facilities . May I request you to direct your sanitation dept or the gardens dept to maintain and clean the washrooms or toilets attached to public gardens . A case in point is the garden near Anand Niketan Satellite. Unusable , stinking filth . ",2020-01-17 16:10:45+00:00,ramkkgarg,,Sanitation
296,I have a better idea...let’s go back to a time before sanitation. Now you can either choose a vaccine or modern plumbing.... which one do you choose and who do you think stands a better chance at survival... I call the toilet!,2020-01-17 13:28:16+00:00,carissa_hoop,,Sanitation
297,"swachhbharat: Along with the construction of a #toilet, it’s equally important to use and maintain it. Regular cleaning of your #sanitation facility will help you avert a number of diseases. ",2020-01-17 12:41:17+00:00,Kaushambi_SBM,#toilet #sanitation,Sanitation
298,The report investigates access to toilets &amp; choice of OSS systems across states based on the proximity of the LDVs from nearby cities. The findings reveal continued practice of OD in these LDVs &amp; predominant reliance on OSS systems in the absence of sewerage networks #sanitation ,2020-01-17 11:52:22+00:00,CPR_SCIFI,#sanitation,Sanitation
299,"swachhbharat: Along with the construction of a #toilet, it’s equally important to use and maintain it. Regular cleaning of your #sanitation facility will help you avert a number of diseases. ",2020-01-17 11:40:02+00:00,EastKhasi,#toilet #sanitation,Sanitation
300,"swachhbharat: Along with the construction of a #toilet, it’s equally important to use and maintain it. Regular cleaning of your #sanitation facility will help you avert a number of diseases. ",2020-01-17 11:29:16+00:00,SPalamu,#toilet #sanitation,Sanitation
301,"RT swachhbharat Along with the construction of a #toilet, it’s equally important to use and maintain it. Regular cleaning of your #sanitation facility will help you avert a number of diseases. #SwachhBharat #ZSBP",2020-01-17 11:14:23+00:00,SwachhJalna,#toilet #sanitation #SwachhBharat #ZSBP,Sanitation
302,"swachhbharat: Along with the construction of a #toilet, it’s equally important to use and maintain it. Regular cleaning of your #sanitation facility will help you avert a number of diseases. ",2020-01-17 11:11:13+00:00,SwachhBMEtah,#toilet #sanitation,Sanitation
303,Pay your #WaterBill easily &amp; instantly with #AirtelPaymentsBank. Download the #airtelThanks App today!,2020-09-09 05:25:59+00:00,airtelbank,#WaterBill #AirtelPaymentsBank #airtelThanks,Sanitation
304,"swachhbharat: Along with the construction of a #toilet, it’s equally important to use and maintain it. Regular cleaning of your #sanitation facility will help you avert a number of diseases. ",2020-01-17 10:54:18+00:00,SBMBarabanki,#toilet #sanitation,Sanitation
305,"swachhbharat: Along with the construction of a #toilet, it’s equally important to use and maintain it. Regular cleaning of your #sanitation facility will help you avert a number of diseases. ",2020-01-17 10:50:31+00:00,SBMPratapgarhUP,#toilet #sanitation,Sanitation
306,"swachhbharat: Along with the construction of a #toilet, it’s equally important to use and maintain it. Regular cleaning of your #sanitation facility will help you avert a number of diseases. ",2020-01-17 10:46:07+00:00,bareillysbm,#toilet #sanitation,Sanitation
307,"Along with the construction of a #toilet, it’s equally important to use and maintain it. Regular cleaning of your #sanitation facility will help you avert a number of diseases. ",2020-01-17 10:45:24+00:00,swachhbharat,#toilet #sanitation,Sanitation
308,Here's an idea: why not put the effort & $into designing a toilet for real needs #sanitation #opendefecation,2020-01-17 10:10:19+00:00,anita_makri,#sanitation #opendefecation,Sanitation
309,"Exactly what ecological sanitation and waterless toilets entail. Many communities in North Bihar have adopted Phaydemand Shauchalaya or ecosan toilet. Using humanity. But, difficult to promote such toilets when direct competition with stiff targets of Swachh Bharat @Watervagabond",2020-01-17 09:31:43+00:00,JamwalNidhi,,Sanitation
310,"Different designs of toilet slab have evolved to suit local preferences, conditions, uses, and users. The platform drops hole and footrests all need to be considered carefully. Buy perfectly designed squatting slabs from #ReliefLine. #disasterrelief #sanitation @ndmaindia",2020-01-17 09:19:02+00:00,Reliefline_,#ReliefLine #disasterrelief #sanitation,Sanitation
311,"“I have learnt how to wash my hands with clean water and soap, in particular before and after eating, and after using the toilet,” says primary school student Habiba, after Water, Hygiene and Sanitation training organised by Plan International at her school. #GirlsGetEqual",2020-01-17 07:47:52+00:00,PlanCameroon,#GirlsGetEqual,Sanitation
312,Toilets on discount - Sharing GIZ’s experience with accelerating access to sanitation through household toilet subsidies https://www.susana.org/en/knowledge-hub/resources-and-publications/library/details/3748,2020-01-17 07:47:26+00:00,gnayeunie,,Sanitation
313,"Regina Rossmann and I are exited to share with you the new @giz_gmbh publication “Toilets on Discount!” which explains how to design smart -subsidies, based on experiences in Kenya &amp; Burkina Faso . Lets rethink &amp; reform sanitation #subsidies! http://bit.ly/2u4K4VU",2020-01-17 07:00:49+00:00,Doreen_Mbalo,#subsidies,Sanitation
314,"swachhbharat: A twin-pit #toilet has multiple benefits. It's easy to build, maintain and is cost-effective. Watch this video to know more about this innovative #sanitation technology. ",2020-01-17 06:29:06+00:00,SPalamu,#toilet #sanitation,Sanitation
315,"swachhbharat: A twin-pit #toilet has multiple benefits. It's easy to build, maintain and is cost-effective. Watch this video to know more about this innovative #sanitation technology. ",2020-01-17 06:11:25+00:00,SwachhBMEtah,#toilet #sanitation,Sanitation
316,"swachhbharat: A twin-pit #toilet has multiple benefits. It's easy to build, maintain and is cost-effective. Watch this video to know more about this innovative #sanitation technology. ",2020-01-17 05:54:03+00:00,SBMBarabanki,#toilet #sanitation,Sanitation
317,"swachhbharat: A twin-pit #toilet has multiple benefits. It's easy to build, maintain and is cost-effective. Watch this video to know more about this innovative #sanitation technology. ",2020-01-17 05:50:21+00:00,SBMPratapgarhUP,#toilet #sanitation,Sanitation
318,"swachhbharat: A twin-pit #toilet has multiple benefits. It's easy to build, maintain and is cost-effective. Watch this video to know more about this innovative #sanitation technology. ",2020-01-17 05:46:13+00:00,bareillysbm,#toilet #sanitation,Sanitation
319,"swachhbharat: A twin-pit #toilet has multiple benefits. It's easy to build, maintain and is cost-effective. Watch this video to know more about this innovative #sanitation technology. ",2020-01-17 05:44:19+00:00,Kaushambi_SBM,#toilet #sanitation,Sanitation
320,"RT swachhbharat A twin-pit #toilet has multiple benefits. It's easy to build, maintain and is cost-effective. Watch this video to know more about this innovative #sanitation technology. https://www.youtube.com/watch?v=NYulq4INySo&amp;list=PLY40YPA5GFliV34sKzrc8YrVU8kp7gy5i&amp;index=10 #SwachhBharat #ZSBP",2020-01-17 05:44:19+00:00,SwachhJalna,#toilet #sanitation #SwachhBharat #ZSBP,Sanitation
321,"swachhbharat: A twin-pit #toilet has multiple benefits. It's easy to build, maintain and is cost-effective. Watch this video to know more about this innovative #sanitation technology. ",2020-01-17 05:43:02+00:00,EastKhasi,#toilet #sanitation,Sanitation
322,"A twin-pit #toilet has multiple benefits. It's easy to build, maintain and is cost-effective. Watch this video to know more about this innovative #sanitation technology. ",2020-01-17 05:30:00+00:00,swachhbharat,#toilet #sanitation,Sanitation
323,"world toilet organization Founded on 19 November 2001, World Toilet Organization (WTO) is a global non-profit committed to improving toilet and sanitation conditions worldwide.",2020-01-17 04:46:59+00:00,ReddiesHari,,Sanitation
324,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,Sanitation
325,Toilet Bidet Seat Spray Istinja Water Bathroom Home Sanitation Single Nozzle New https://ebay.us/pHixJ5 via @eBay,2020-01-17 04:36:44+00:00,crazyozdiscount,,Sanitation
326,Jack Sim founded “World Toilet Organization” (WTO) in 2001 at Singapore with the mission to improve sanitation conditions globally,2020-01-17 03:13:55+00:00,venugopal007,,Sanitation
327,"I guess because ""janitor"" is seen as a low-class and undesirable profession. But calling it ""custodian"" doesn't make that clogged toilet any less poop-filled. I imagine in another decade they'll have to come up with another new term for it. ""Sanitation specialist"" or something.",2020-01-16 20:43:01+00:00,ContextVariable,,Sanitation
328,It’s greensteff live video update on our new #greenstepsproject innovation: Waterless eco toilets! Providing desperately needed sanitation solutions in the most needed areas in #nairobikenya #bethechangeyouwanttosee… https://www.instagram.com/p/B7ZKw7mBFoj/?igshid=dg0v15ihumhd,2020-01-16 20:09:01+00:00,SmallStepsDocs,#greenstepsproject #nairobikenya #bethechangeyouwanttosee,Sanitation
329,Earlier today we met with the Director-Water Quality Control & Sanitation @FMWRNigeria to discuss abt our #SWAGToilet project.We also presented some toilet models developed after extensive field research across many urban communities in #Abuja @ACTFoundation_ .@WaterAidNigeria,2020-01-16 18:40:52+00:00,HipcityHub,#SWAGToilet #Abuja,Sanitation
330,This is pretty neat: #SanFrancisco is working on treating wastewater within buildings. This could lead cool futures with #toilets and the #environment. #toiletnews #compost #sanitation #thefuture,2020-01-16 17:05:13+00:00,flush_wash,#SanFrancisco #toilets #environment #toiletnews #compost #sanitation #thefuture,Sanitation
331,"#n5geography A cause of #cholera, is poor access to toilets / poor sanitation. This causes the bacteria to contaminate drinking water supplies. An issue mentioned at #highergeography was how a mobile population (lorry drivers etc) can spread the cholera bacteria to new places.",2020-01-16 16:42:56+00:00,ElginHSGeog,#n5geography #cholera #highergeography,Sanitation
332,"Most sanitation subsidies don’t reach those most in need. The new @giz_gmbh publication “Toilets on Discount!” explains how to design smart -subsidies, based on experience in Kenya &amp; Burkina Faso . Encourages policymakers to rethink &amp; reform subsidies https://bit.ly/2u4K4VU",2020-01-16 15:21:35+00:00,WaSa_Hub,,Sanitation
333,"We twinned toilets! Back in the fall on #WorldToiletDay, our staff raised $$for @toilettwinning and their work to improve health and sanitation for communities around the world. Our funds built 4 toilets in DRC, CAR, Myanmar, and Pakistan. You can see one here! ",2020-01-16 15:11:32+00:00,TheMontyHall,#WorldToiletDay,Sanitation
334,"We twinned toilets! Back in the fall on #WorldToiletDay, our staff raised $$for @toilettwinning and their work to improve health and sanitation for communities around the world. Our funds built 4 toilets in DRC, CAR, Myanmar, and Pakistan. You can see one here! ",2020-01-16 15:11:28+00:00,UKUN_NewYork,#WorldToiletDay,Sanitation
335,"We reside in Noida and I proudly say that the traffic,Infrastructure,electricity Supply ,Sanitation ,Public toilet is far better then Delhi..That bastard only boast only education and electricity .nothing else he done for Delhi",2020-01-16 11:27:08+00:00,bhramit_agwl,,Sanitation
336,"How many colleges offer degrees in Sanitation? It will be 200 years from now, and still the same words will repeat. Those who choose d work r not wrong, education that wants everyone at deskjob M and fail to teach importance of cleaning ones own toilet is the problem.",2020-01-16 09:18:57+00:00,indshooting,,Sanitation
337,"Location: In front of M2K, Rohini @NorthDMCSwachh @NorthDmc This is totally unusable toilet. Who would ever use it? Bad smell, open like this, no sanitation amenities. Funny Swacch Bharat Abhiyaan. ",2020-01-16 07:41:33+00:00,indian_awaaz,,Sanitation
338,"True that. MR President is talking like we are a developed country. I don't think the president grew up in rural areas,No toilets and there's no water. It's like he's not living in poverty. How do u talk 4IR to people who don't have sanitation and water worse no network coverage",2020-01-16 07:16:52+00:00,nmzima19,,Sanitation
339,"Mr President please start with 'back to basics'. There's no toilet, sanitation, water and electricity, no basic services in our rural areas especially the rural provinces. Kids from school still fetch water the river. Your message is more for the developed urban areas.",2020-01-16 07:13:17+00:00,nmzima19,,Sanitation
340,Funded by @AustralianHighCommissionGhana through the Mental Health and Wellbeing Foundation is bringing sanitation to the cured lepers village in Ho by constructing a disability friendly 10-seater WC toilet facility. #HealthForAll #DAP #UoN #AustralianAid #AustraliaAwards,2020-01-16 06:59:18+00:00,AbrahamNNorman,#HealthForAll #DAP #UoN #AustralianAid #AustraliaAwards,Sanitation
341,swachhbharat: A #toilet makes your home complete. Watch the Hera Pheri trio advocating the regular use of a #sanitation facility. ,2020-01-16 05:54:20+00:00,SBMBarabanki,#toilet #sanitation,Sanitation
342,swachhbharat: A #toilet makes your home complete. Watch the Hera Pheri trio advocating the regular use of a #sanitation facility. ,2020-01-16 05:46:15+00:00,bareillysbm,#toilet #sanitation,Sanitation
343,swachhbharat: A #toilet makes your home complete. Watch the Hera Pheri trio advocating the regular use of a #sanitation facility. ,2020-01-16 05:44:03+00:00,Kaushambi_SBM,#toilet #sanitation,Sanitation
344,swachhbharat: A #toilet makes your home complete. Watch the Hera Pheri trio advocating the regular use of a #sanitation facility. ,2020-01-16 05:43:09+00:00,EastKhasi,#toilet #sanitation,Sanitation
345,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,Sanitation
346,swachhbharat: A #toilet makes your home complete. Watch the Hera Pheri trio advocating the regular use of a #sanitation facility. ,2020-01-16 05:40:06+00:00,SBMPratapgarhUP,#toilet #sanitation,Sanitation
347,Remember there was a case in #Ahmedabad where an ad for sanitation workers included general category and it created so much uproar. This happned in 2016. Sharing an article Xavier's NGO seeks toilet cleaners from 'gen category' - ,2020-01-16 05:38:17+00:00,kumarmanish9,#Ahmedabad,Sanitation
348,RT swachhbharat A #toilet makes your home complete. Watch the Hera Pheri trio advocating the regular use of a #sanitation facility. https://www.youtube.com/watch?v=IvDDSCqWz98&amp;list=PLY40YPA5GFliiNJi8AjhqzoWA1PuX6DRX&amp;index=3 #SwachhBharat #ZSBP,2020-01-16 05:35:21+00:00,SwachhJalna,#toilet #sanitation #SwachhBharat #ZSBP,Sanitation
349,swachhbharat: A #toilet makes your home complete. Watch the Hera Pheri trio advocating the regular use of a #sanitation facility. ,2020-01-16 05:29:09+00:00,SPalamu,#toilet #sanitation,Sanitation
350,swachhbharat: A #toilet makes your home complete. Watch the Hera Pheri trio advocating the regular use of a #sanitation facility. ,2020-01-16 05:25:09+00:00,SwachhBMEtah,#toilet #sanitation,Sanitation
351,A #toilet makes your home complete. Watch the Hera Pheri trio advocating the regular use of a #sanitation facility. ,2020-01-16 05:24:40+00:00,swachhbharat,#toilet #sanitation,Sanitation
352,"Sir, I too have completed this Survey.We suggest you to build up as many as public toilets for better sanitation.We shall work more on the concepts like Bio toilets with more availability. #SwachhSurvekshan2020",2020-01-16 02:45:13+00:00,arpit_who,#SwachhSurvekshan2020,Sanitation
353,Funded by the Australian High Commission Ghana through the Mental Health and Wellbeing Foundation we are bringing sanitation to the cured lepers village in Ho by constructing a disability friendly 10-seater WC toilet facility for them. This Project is expected to due in 3 months. ,2020-01-16 02:25:13+00:00,Francis43430063,,Sanitation
354,Funded by @AustralianHighCommissionGhana through the Mental Health and Wellbeing Foundation is bringing sanitation to the cured lepers village in Ho by constructing a disability friendly 10-seater WC toilet facility. #HealthForAll #DAP #UoN #AustralianAid #AustraliaAwards,2020-01-15 21:55:00+00:00,divine_kporha,#HealthForAll #DAP #UoN #AustralianAid #AustraliaAwards,Sanitation
355,Happy #MuseumSelfieDay - this one is from our Flushed with Pride section - where you can find out all about toilets and sanitation (and what people used before toilet roll was invented!) #mystokestory,2020-01-15 20:57:48+00:00,GladstoneMuseum,#MuseumSelfieDay #mystokestory,Sanitation
356,"I mean, in addition to questioning the sanitation habits of every single one of my coworkers, it is an automatically flushing toilet.",2020-01-15 20:15:01+00:00,Calamity_James,,Sanitation
357,"Do you live in the #US and wonder, why do low-flush #toilets suck? This oped details where it all went wrong. TLDR: lazy companies #toiletnews #sanitation #waterwaste #environmentalism",2020-01-15 17:30:28+00:00,flush_wash,#US #toilets #toiletnews #sanitation #waterwaste #environmentalism,Sanitation
358,"A4. Sanitation isn’t only important for kids it’s also very important for adults. Clean water, basic toilets and good hygiene practices are essential for the survival and development of children. #SwasthImmunisedIndia #Contest @SwasthImmunised",2020-01-15 17:04:34+00:00,naveeeennnn,#SwasthImmunisedIndia #Contest,Sanitation
359,"@yousuck2020 Hi I'm Jay Singh from India Working for water n sanitation, I have designed a Bio toilet for disabled, patient and senior citizens I would like to coaloborat with you for further development",2020-01-15 15:55:36+00:00,JaySing45909850,,Sanitation
360,"That the idiots in Dubai are not bright enough to build proper sanitation for those huge buildings, and are surrounded by water they didn’t build the correct desalination for? The toilets are always stopped up too. ",2020-01-15 15:49:34+00:00,NineCato,,Sanitation
361,"A4) Clean water, basic toilets and good hygiene practices are essential for the survival and development of children. Without these basic needs, the lives of millions of children are at risk. children under 5, water- and sanitation-related diseases. #SwasthImmunisedIndia",2020-01-15 14:58:14+00:00,VaishaliMaisur2,#SwasthImmunisedIndia,Sanitation
362,Toilet Bidet Seat Spray Istinja Water Bathroom Home Sanitation Single Nozzle New https://ebay.us/cVrWCJ via @eBay,2020-01-15 12:36:19+00:00,crazyozdiscount,,Sanitation
363,"No! We are not glorifying struggle and inhumanity. May this be the year kids get to be kids, man. Bridges, toilets and sanitation, quality education in hoods, sport fields &amp; food programmes. No donations to Global Citizen Fest, no more waste of state funds! @CyrilRamaphosa @MYANC",2020-01-15 11:13:16+00:00,WaGaBakgatla,,Sanitation
364,"The Buildwarehouse toilets comes with built in sanitation, plumbing, walls?",2020-01-15 09:51:43+00:00,Mtamerri,,Sanitation
365,"We love that our #sanitation #solution is #systainable and #innovative. We are changing lives, one toilet at a time. Get in touch to find out how you can help us solve the #globalsanitationcrisis at https://bit.ly/2r8d8uA @gatesfoundation @WASHUnited @CyrilFoundation @WHO",2020-01-15 09:14:01+00:00,Amalooloo1,#sanitation #solution #systainable #innovative #globalsanitationcrisis,Sanitation
366,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,Sanitation
367,"from preventable diseases caused by poor water, and a lack of sanitation and hygiene. means more than just toilets. Sanitation can be understood as interventions that reduce human exposure to diseases by providing a clean environment in which to live.",2020-01-15 06:08:40+00:00,Thunder_Man17,,Sanitation
368,"#WednesdayMotivation #Sanitation Here’s How This NGO Helped Build 10 Lakh Toilets, Produce 543.5 Tonnes of Compost ",2020-01-15 04:39:11+00:00,thebetterindia,#WednesdayMotivation #Sanitation,Sanitation
369,3X TOILET BIDET SEAT SPRAY ISTINJA WATER BATHROOM HOME SANITATION CISTERN CUBICL https://ebay.us/BpCXdR via @eBay,2020-01-15 01:39:19+00:00,crazyozdiscount,,Sanitation
