Unnamed: 0,Tweet,Date,Username,Hashtags,Category
370,2 x TOILET BIDET SEAT SPRAY ISTINJA WATER BATHROOM HOME SANITATION SINGLE NOZZLE https://ebay.us/j2SxOk via @eBay,2020-01-15 01:39:10+00:00,crazyozdiscount,,Sanitation
371,Toilets alone are not enough to solve #Indonesia’s massive waste contamination problem. Learn how @usaidindonesia is helping clean up the septage landscape &amp; increase adoption of safe sanitation systems #USAIDTransforms @airsanitasi,2020-01-14 19:50:06+00:00,Sticklor,#Indonesia #USAIDTransforms,Sanitation
372,I hate toilets dude fr they’re i refuse to sit on one unless it has a sanitation sheet on it. Fuck that,2020-01-14 16:16:33+00:00,brnalex14,,Sanitation
373,"Interesting topic: (school) education and sanitation. If you have any question after reading Toilets for education (https://www.sciencedirect.com/science/article/pii/S0738059319301919), please send those to #AtlasMailbag",2020-01-14 13:27:40+00:00,Vpradalopez,#AtlasMailbag,Sanitation
374,"#ToiletTuesday Do you take your toilet for granted? Being a @giz_gmbh WaSH intern is a great opportunity to learn all about the importance of sustainable water, sanitation and hygiene management... and to check out a multitude of toilets! Stay tuned for internship vacancies! ",2020-01-14 13:24:09+00:00,WaSa_Hub,#ToiletTuesday,Sanitation
375,"Pius, a Water Sanitation &amp; Hygiene club member, sweeping the newly constructed latrines at Moroto High School. Schools without toilets can cause girls to miss out on their education, many girls are forced to miss school when they’re on their period. #InvestInUGchildren",2020-01-14 12:07:32+00:00,UNICEFUganda,#InvestInUGchildren,Sanitation
376,Let's talk about what India (an emerging nation) is doing to provide TOILETS and SANATATION for 85% of their population... That's right 85% of Indians don't have toilets or sanitation... Now picture that and tell me about the fuckin carbon emmisions.. Errr-friggin-er...,2020-01-14 10:26:39+00:00,BenTroppo,,Sanitation
377,"On the eve of pongal, to aware and participate in Swachh survekshan 2020 citizen feedback done Rangoli activates near Swachh toilets and also kites flying by sanitation staff at various locations of chandanagar-21 #Swachhsurvekshan2020Hyderabad #SwachhSurvekshan2020 #SwachhBhart",2020-01-14 09:19:58+00:00,Environ73530815,#Swachhsurvekshan2020Hyderabad #SwachhSurvekshan2020 #SwachhBhart,Sanitation
378,Toilet Bidet Seat Spray Istinja Water Bathroom Home Sanitation Single Nozzle New https://ebay.us/RaIMcF via @eBay,2020-01-14 09:15:22+00:00,crazyozdiscount,,Sanitation
379,"Through an effective scheme involving installment loan payments, the Global Water Security & Sanitation Partnership (#GWSP) is providing better toilets to vulnerable, rural communities in #Bangladesh. See details here: http://wrld.bg/WD2q50xOfXi",2020-01-14 09:05:09+00:00,WorldBank,#GWSP #Bangladesh,Sanitation
380,"Dear citizens Swachh , SS2020 special rangoli on front of swachh toilets,gvp points and open urinating point s on occasion of pongal Wish you a happy pongal to all citizens from ghmc cir-20 sanitation team. ",2020-01-14 04:19:29+00:00,amoh_dr,,Sanitation
381,"Look at the numbers, how much we got aid from US vs India stop taking classes in Dharmashala wrna ye to hoga, better to concern about India toilet crisis 800 million peoples haven't sanitation and you guys are here lecturing us how our country will run! ",2020-01-14 02:40:30+00:00,Hasnainalikhan2,,Sanitation
382,"Travel to #Benin to meet #sanitation #entrepreneur Paul Kpadonou, who has launched a thriving business — building &amp; installing 1,380 #toilets in just 18 months, thanks to sustained community engagement &amp; word of mouth. @PSIimpact @USAIDWestAfrica @USAIDGH",2020-01-13 20:01:11+00:00,Sticklor,#Benin #sanitation #entrepreneur #toilets,Sanitation
383,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,Sanitation
384,Only improved by the installation of a reservoir and more toilets sanitation https://www.annebronte.org/2017/03/22/haworth-sanitation-and-the-babbage-report/.,2020-01-13 17:41:44+00:00,AnneKerins6040,,Sanitation
385,"Thank you for sharing we hope to encourage as many people as possible to take to the hills to support access to water, toilets and sanitation in rural communities in Malawi ",2020-01-13 16:13:59+00:00,SW_Munro2020,,Sanitation
386,"We offer portable toilets for a small home project or a large commercial construction site. At Express Toilet Hire, we have your sanitation requirements covered, call one of the team today to discuss your needs on 01622 745 734 ",2020-01-13 13:44:20+00:00,hire_toilet,,Sanitation
387,"Another step towards safe sanitation: For the first time at Takka Vasahat, Panvel, @ShelterAssts have facilitated septic tank toilets, initially on a pilot basis for 10 households. Community support has been immense. #changemakers #OHOT #navimumbai #sanitation #septictanks",2020-01-13 12:53:44+00:00,ShelterAssts,#changemakers #OHOT #navimumbai #sanitation #septictanks,Sanitation
388,"Tai, please have a look at the innovation ""FBTec"" for wastewater recycle. Developed in Singapore and installed at Sangamner. Reusing self wastewater for toilet flush and contributing to sanitation as well. Thanks #FBTec",2020-01-13 12:22:32+00:00,LalitBajare,#FBTec,Sanitation
389,"Why is hygiene so important on construction sites, and what can you do to provide workers with the correct sanitation facilities? Portable toilets or construction site toilets are required for projects where sufficient bathroom facilities are not available. ",2020-01-13 11:45:10+00:00,StorageonSiteUK,,Sanitation
390,"https://twitter.com/CatholicRelief/status/1216665194325323781:CatholicRelief: Martha has a really important job. She makes toilet slabs, and also promotes good hygiene and sanitation in her community through a USAIDFFP-funded program in #SouthSudan. #USAIDTransforms",2020-01-13 11:03:23+00:00,theghostgiver,#SouthSudan #USAIDTransforms,Sanitation
391,"Martha has a really important job. She makes toilet slabs, and also promotes good hygiene and sanitation in her community through a @USAIDFFP-funded program in #SouthSudan. #USAIDTransforms",2020-01-13 10:16:01+00:00,CatholicRelief,#SouthSudan #USAIDTransforms,Sanitation
392,Toilet Bidet Seat Spray Istinja Water Bathroom Home Sanitation Single Nozzle New https://ebay.us/RaIMcF via @eBay,2020-01-13 10:00:03+00:00,crazyozdiscount,,Sanitation
393," [SOUTH AFRICA] SANITATION: I hope the 'Zondo Commission of Inquiry into State Capture' will eventually tell us exactly how many PIT TOILETS could have been replaced by modern sanitation in rural areas with the money lost though state capture, corruption and the VBS Bank heist. ",2020-01-13 09:05:40+00:00,PjStassen,,Sanitation
394,We'll go where you want us to go!!! #rentaltoilet #boothportable #savewater #portablesanitation #whateverittakes #portable #swachbharatabhiyan #portaloo #opendefecation #toilets #onsiterentals #portapotty #savewater #rapidloo #cleanwater #safehygiene #onsitenow #sanitation ,2020-01-13 07:51:40+00:00,onsiterentals00,#rentaltoilet #boothportable #savewater #portablesanitation #whateverittakes #portable #swachbharatabhiyan #portaloo #opendefecation #toilets #onsiterentals #portapotty #savewater #rapidloo #cleanwater #safehygiene #onsitenow #sanitation,Sanitation
395,"Schools should provide tampons for the same reason they provide toilet paper, it's a genuine sanitation issue. You never know when your first period is going to start and not every person tracks when their cycle will start. Plus, sometimes your cycle starts unexpectedly.",2020-01-13 07:30:50+00:00,This_Here_Girl,,Sanitation
396,#IWD2020 #EkNaam...Lakshmi a change agent promoting awareness on safe sanitation and encouraging her community to construct toilets need of the hour! With the support of #ApolloTyresFoundation she managed to make her village#ODF.#EachforEqual #womenempowerment,2020-01-13 05:51:21+00:00,apollotyres,#IWD2020 #EkNaam #ApolloTyresFoundation #EachforEqual #womenempowerment,Sanitation
397,"Water scarcity & lack of proper #wastewater treatment are problems in developing Asian countries. A waterless, hygienic, &amp; odorless flush toilet system could help in supplying safely managed sanitation facilities &amp; eliminating open defecation. https://events.development.asia/learning-events/waterless-flush-toilet-rapidly-growing-urban-centers @ADBWater",2020-01-13 05:30:00+00:00,DevelopmentAsia,#wastewater,Sanitation
398,"Useful note to employers (read #amazon) tempted to install these toilets - the right to adequate sanitation in the workplace is a human right. In addition to being a breach of #OSH standards, I can see this amounting to sex/maternity discrimination too.",2020-01-12 23:24:59+00:00,RuwanSubasinghe,#amazon #OSH,Sanitation
399,Composting toilets are likely a mystery to most of us as to how they work. Check out this article for a basic understanding of how these eco-friendly toilets work. #Sanitation #Sustainability #Composting http://ow.ly/CVsP50wJT32,2020-01-12 18:01:01+00:00,Earth911,#Sanitation #Sustainability #Composting,Sanitation
400,Public sanitation = bad Smash toilets to own the fash,2020-01-12 17:10:33+00:00,Anupam_Guha,,Sanitation
401,"Manners ndio hawa leaders hawana. Yes, the county can and should build toilets for the school as its role in sanitation and public health. But the mannerlessness means, they go about saying it's not their job. Some citizens support them? #Chieth",2020-01-12 15:55:24+00:00,Maskani254,#Chieth,Sanitation
402,Amazing to see how Bill Gate spends around $200 million a year on improving sanitation linked with toilets in 3rd world countries. Poor sanitation kills half a million children annually under the age of 5 and costs $200 bl in healthcare cost. Watching ‘Inside Bill’s Brain’,2020-01-12 15:50:56+00:00,ZulfiqarAhmed69,,Sanitation
403,"..as progressive as Pakistan ?? I'm watching Sky News and in the advert break,there's an appeal.."" send aid to Pakistan so we can provide toilets for young girls to use...."" i'm missing something ..Trans rights yeah,but before the Country has supplied basic sanitation ??..",2020-01-12 15:15:05+00:00,chrisstoddart39,,Sanitation
404,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,Sanitation
405,I mean art is scammy like that. You can throw toilet paper on a canvas and say it speaks to the sanitation system in third world countries blah blah blah and someone would buy that. ,2020-01-12 14:20:27+00:00,ElihleGwala,,Sanitation
406,"So You expect people to Love you for spending $14000 on prostitutes in Geneva while they Do not have toilets/sanitation in Havana, twaloloka? ",2020-01-12 11:39:08+00:00,VamatiTuli,,Sanitation
407,"@RailMinIndia Respected Sir. Have you ever travelled in a SPL train like Karmali to Kurla ? Ashmed to say you will definitely feel Gandagi in toilets without water in compartments. People travels more then 10 hours. No sanitation, no timing. Heads-up to Modi govt..Swacha Bharat..",2020-01-12 11:26:07+00:00,prasadraoP12,,Sanitation
408,"Experience @swachabharat @MahalaxmiSaras wen U come 2 shop &amp; eat. Sanitation is our priority this time. Toilet blocks wid Indian seats, WC &amp; wash basins getting ready on site @MMRDAOfficial, BKC @bandrabuzz @MissionUmed @DAY_NRLM @MoRD_GOI beyond shopping, a lot more @MahaDGIPR",2020-01-12 10:07:00+00:00,vimshine,,Sanitation
409,#DYK? The cost for toilets &amp; safe sanitation in rural areas is estimated at US$24 billion/yr. But donor expenditure on basic sanitation has declined in recent years and remains grossly inadequate. #RuralSanitationMatters→ http://wrld.bg/AY7b50xOfJM,2020-01-12 09:05:04+00:00,WorldBank,#DYK #RuralSanitationMatters,Sanitation
410,"swachhbharat: #Muzaffarpur in #Bihar has been making consistent efforts to trigger #communities that are economically behind to embrace the practice of #safe #sanitation by regular construction, usage and maintenance of #toilets.",2020-01-12 07:24:17+00:00,SBMPratapgarhUP,#Muzaffarpur #Bihar #communities #safe #sanitation #toilets,Sanitation
411,"swachhbharat: Talking about their #sanitation journey, Dr. Alok Ranjan Ghosh, DC, #Muzaffarpur, #Bihar also spoke about measures taken to maintain the #community #toilets in the area and how ‘Jeevika Didis’ are playing an active role in ensuring their su… ",2020-01-12 07:24:16+00:00,SBMPratapgarhUP,#sanitation #Muzaffarpur #Bihar #community #toilets,Sanitation
412,"swachhbharat: #Muzaffarpur in #Bihar has been making consistent efforts to trigger #communities that are economically behind to embrace the practice of #safe #sanitation by regular construction, usage and maintenance of #toilets.",2020-01-12 07:21:18+00:00,SPalamu,#Muzaffarpur #Bihar #communities #safe #sanitation #toilets,Sanitation
413,"swachhbharat: Talking about their #sanitation journey, Dr. Alok Ranjan Ghosh, DC, #Muzaffarpur, #Bihar also spoke about measures taken to maintain the #community #toilets in the area and how ‘Jeevika Didis’ are playing an active role in ensuring their su… ",2020-01-12 07:21:18+00:00,SPalamu,#sanitation #Muzaffarpur #Bihar #community #toilets,Sanitation
414,"swachhbharat: #Muzaffarpur in #Bihar has been making consistent efforts to trigger #communities that are economically behind to embrace the practice of #safe #sanitation by regular construction, usage and maintenance of #toilets.",2020-01-12 07:21:12+00:00,EastKhasi,#Muzaffarpur #Bihar #communities #safe #sanitation #toilets,Sanitation
415,"swachhbharat: Talking about their #sanitation journey, Dr. Alok Ranjan Ghosh, DC, #Muzaffarpur, #Bihar also spoke about measures taken to maintain the #community #toilets in the area and how ‘Jeevika Didis’ are playing an active role in ensuring their su… ",2020-01-12 07:21:11+00:00,EastKhasi,#sanitation #Muzaffarpur #Bihar #community #toilets,Sanitation
416,"swachhbharat: #Muzaffarpur in #Bihar has been making consistent efforts to trigger #communities that are economically behind to embrace the practice of #safe #sanitation by regular construction, usage and maintenance of #toilets.",2020-01-12 07:04:24+00:00,SwachhBMEtah,#Muzaffarpur #Bihar #communities #safe #sanitation #toilets,Sanitation
417,"swachhbharat: Talking about their #sanitation journey, Dr. Alok Ranjan Ghosh, DC, #Muzaffarpur, #Bihar also spoke about measures taken to maintain the #community #toilets in the area and how ‘Jeevika Didis’ are playing an active role in ensuring their su… ",2020-01-12 07:04:23+00:00,SwachhBMEtah,#sanitation #Muzaffarpur #Bihar #community #toilets,Sanitation
418,"swachhbharat: #Muzaffarpur in #Bihar has been making consistent efforts to trigger #communities that are economically behind to embrace the practice of #safe #sanitation by regular construction, usage and maintenance of #toilets.",2020-01-12 06:47:34+00:00,SBMBarabanki,#Muzaffarpur #Bihar #communities #safe #sanitation #toilets,Sanitation
419,"swachhbharat: Talking about their #sanitation journey, Dr. Alok Ranjan Ghosh, DC, #Muzaffarpur, #Bihar also spoke about measures taken to maintain the #community #toilets in the area and how ‘Jeevika Didis’ are playing an active role in ensuring their su… ",2020-01-12 06:47:33+00:00,SBMBarabanki,#sanitation #Muzaffarpur #Bihar #community #toilets,Sanitation
420,"swachhbharat: #Muzaffarpur in #Bihar has been making consistent efforts to trigger #communities that are economically behind to embrace the practice of #safe #sanitation by regular construction, usage and maintenance of #toilets.",2020-01-12 06:47:12+00:00,bareillysbm,#Muzaffarpur #Bihar #communities #safe #sanitation #toilets,Sanitation
421,"swachhbharat: Talking about their #sanitation journey, Dr. Alok Ranjan Ghosh, DC, #Muzaffarpur, #Bihar also spoke about measures taken to maintain the #community #toilets in the area and how ‘Jeevika Didis’ are playing an active role in ensuring their su… ",2020-01-12 06:47:11+00:00,bareillysbm,#sanitation #Muzaffarpur #Bihar #community #toilets,Sanitation
422,"RT swachhbharat #Muzaffarpur in #Bihar has been making consistent efforts to trigger #communities that are economically behind to embrace the practice of #safe #sanitation by regular construction, usage and maintenance of #toilets. #SwachhBharat #ZSBP",2020-01-12 06:37:28+00:00,SwachhJalna,#Muzaffarpur #Bihar #communities #safe #sanitation #toilets #SwachhBharat #ZSBP,Sanitation
423,"RT swachhbharat Talking about their #sanitation journey, Dr. Alok Ranjan Ghosh, DC, #Muzaffarpur, #Bihar also spoke about measures taken to maintain the #community #toilets in the area and how ‘Jeevika Didis’ are playing an active role in ensuring their sustenance. …",2020-01-12 06:37:27+00:00,SwachhJalna,#sanitation #Muzaffarpur #Bihar #community #toilets,Sanitation
424,"swachhbharat: #Muzaffarpur in #Bihar has been making consistent efforts to trigger #communities that are economically behind to embrace the practice of #safe #sanitation by regular construction, usage and maintenance of #toilets.",2020-01-12 06:32:24+00:00,Kaushambi_SBM,#Muzaffarpur #Bihar #communities #safe #sanitation #toilets,Sanitation
425,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,Sanitation
426,"swachhbharat: Talking about their #sanitation journey, Dr. Alok Ranjan Ghosh, DC, #Muzaffarpur, #Bihar also spoke about measures taken to maintain the #community #toilets in the area and how ‘Jeevika Didis’ are playing an active role in ensuring their su… ",2020-01-12 06:32:24+00:00,Kaushambi_SBM,#sanitation #Muzaffarpur #Bihar #community #toilets,Sanitation
427,"#Muzaffarpur in #Bihar has been making consistent efforts to trigger #communities that are economically behind to embrace the practice of #safe #sanitation by regular construction, usage and maintenance of #toilets.",2020-01-12 06:29:27+00:00,swachhbharat,#Muzaffarpur #Bihar #communities #safe #sanitation #toilets,Sanitation
428,"Talking about their #sanitation journey, Dr. Alok Ranjan Ghosh, DC, #Muzaffarpur, #Bihar also spoke about measures taken to maintain the #community #toilets in the area and how ‘Jeevika Didis’ are playing an active role in ensuring their sustenance. ",2020-01-12 06:28:23+00:00,swachhbharat,#sanitation #Muzaffarpur #Bihar #community #toilets,Sanitation
429,"swachhbharat: Who said #toilets are for seasonal use? For a secure, healthy future, all you need to do is to embrace #safe #sanitation practices daily. #ShauchaSingh.",2020-01-12 06:24:05+00:00,SBMPratapgarhUP,#toilets #safe #sanitation #ShauchaSingh,Sanitation
430,"swachhbharat: Who said #toilets are for seasonal use? For a secure, healthy future, all you need to do is to embrace #safe #sanitation practices daily. #ShauchaSingh.",2020-01-12 06:21:14+00:00,SPalamu,#toilets #safe #sanitation #ShauchaSingh,Sanitation
431,"swachhbharat: Who said #toilets are for seasonal use? For a secure, healthy future, all you need to do is to embrace #safe #sanitation practices daily. #ShauchaSingh.",2020-01-12 06:21:03+00:00,EastKhasi,#toilets #safe #sanitation #ShauchaSingh,Sanitation
432,"Didn't have toilets in first place that was gender neutral, now that Modi initiatives for right to basic sanitation took off, now they want common toilet... That's aspirational.",2020-01-12 06:07:03+00:00,bhairavmehta_,,Sanitation
433,"swachhbharat: Who said #toilets are for seasonal use? For a secure, healthy future, all you need to do is to embrace #safe #sanitation practices daily. #ShauchaSingh.",2020-01-12 06:04:04+00:00,SwachhBMEtah,#toilets #safe #sanitation #ShauchaSingh,Sanitation
434,"swachhbharat: Who said #toilets are for seasonal use? For a secure, healthy future, all you need to do is to embrace #safe #sanitation practices daily. #ShauchaSingh.",2020-01-12 05:47:27+00:00,bareillysbm,#toilets #safe #sanitation #ShauchaSingh,Sanitation
435,"swachhbharat: Who said #toilets are for seasonal use? For a secure, healthy future, all you need to do is to embrace #safe #sanitation practices daily. #ShauchaSingh.",2020-01-12 05:47:09+00:00,SBMBarabanki,#toilets #safe #sanitation #ShauchaSingh,Sanitation
436,"RT swachhbharat Who said #toilets are for seasonal use? For a secure, healthy future, all you need to do is to embrace #safe #sanitation practices daily. #ShauchaSingh. https://www.youtube.com/watch?v=lGUy32F9SYI&amp;list=PLY40YPA5GFlhLKxocoFLjRl52Ji_vZ62r&amp;index=6 #SwachhBharat #ZSBP",2020-01-12 05:37:13+00:00,SwachhJalna,#toilets #safe #sanitation #ShauchaSingh #SwachhBharat #ZSBP,Sanitation
437,"swachhbharat: Who said #toilets are for seasonal use? For a secure, healthy future, all you need to do is to embrace #safe #sanitation practices daily. #ShauchaSingh.",2020-01-12 05:32:16+00:00,Kaushambi_SBM,#toilets #safe #sanitation #ShauchaSingh,Sanitation
438,"Who said #toilets are for seasonal use? For a secure, healthy future, all you need to do is to embrace #safe #sanitation practices daily. #ShauchaSingh.",2020-01-12 05:30:00+00:00,swachhbharat,#toilets #safe #sanitation #ShauchaSingh,Sanitation
439,"Banka Bioloo #bioloos tackle the lack of secure, dignified and #ecofriendly places to go to the #toilet. It has helped eliminate, treatment, disposal, and #transportation of human waste. Thereby reduced pollution and increased sanitation. #frugal #sustainability",2020-01-12 05:06:53+00:00,TechRoots2,#bioloos #ecofriendly #toilet #transportation #frugal #sustainability,Sanitation
440,"Over 50 million Brazilians live in inadequate housing. In addition to urban slums, rural areas of Brazil also experience significant poverty and lack of quality housing.This means many rural dwellers do not have access to sanitation systems like flushing toilets or running water",2020-01-11 18:11:35+00:00,omarpeeeee,,Sanitation
441,"Good point, hadn't thought of that. I was thinking more along the lines of how sanitation like toilets etc has done more for health than modern medicine, fabulous the things highly skilled Dr's can do now aside, i am sure even Dr's wd agree Pre toilet London was chucky mucky ha",2020-01-11 17:04:08+00:00,redfeatherheat1,,Sanitation
442,"Third world is the key word here. America has clean (subject to debate) water but most importantly sanitation. We have toilets and don’t use the bathroom in our drinking water. Autoimmune disorders are a result of these money making vaccines, do your research",2020-01-11 16:02:31+00:00,screamin_rieman,,Sanitation
443,"swachhbharat: Who said #toilets are for seasonal use? For a secure, healthy future, all you need to do is to embrace #safe #sanitation practices daily. #ShauchaSingh. https://www.youtube.com/watch?v=lGUy32F9SYI&amp;list=PLY40YPA5GFlhLKxocoFLjRl52Ji_vZ62r&amp;index=6",2020-01-11 09:32:02+00:00,Kaushambi_SBM,#toilets #safe #sanitation #ShauchaSingh,Sanitation
444,"On another level...please have a look at the innovation ""FBTec"" for wastewater recycle....Installed at a public toilet at Sangamner...recycling tilet waste saving water and improving sanitation. #FBTec",2020-01-11 07:52:12+00:00,LalitBajare,#FBTec,Sanitation
445,"Toilets and sewers were invented during the 3rd millennium BC. The Indus Valley Civilisation in northwestern India and Pakistan was home to the world's first known urban sanitation systems. In Mohenjo-Daro (c. 2800 BC), toilets were built into the outer walls of homes.",2020-01-11 07:01:27+00:00,blackened84,,Sanitation
446,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,Sanitation
447,"Visited Sahyadri nagar -B with #TeamAnushaktiNagar. Issues related to Public toilets, sanitation, water and pathways discussed upon. ",2020-01-11 04:00:05+00:00,sanamalikshaikh,#TeamAnushaktiNagar,Sanitation
448,"WHY NOT? They've already abandoned personal grooming, toilets, and sanitation... #California considering statewide ban on gas-powered gardening equipment.",2020-01-11 00:00:36+00:00,PaulPhaneuf,#California,Sanitation
449,Plumbed toilets will not have that big of an affect on sanitation. - Paul Krugman,2020-01-10 19:14:35+00:00,MehLibertarian,,Sanitation
450,"1.5 billion people use health facilities that don’t have toilets while 2 billion people lack access to safe sanitation, fueling disease outbreaks like cholera and typhoid @DefeatDD",2020-01-10 16:29:40+00:00,SamsonWachara,,Sanitation
451,"Sanitation.... I think for the fact that lots of the public toilets are not properly maintained, most people feel more comfortable defecating in the open because they think its safer which is actually a wrong notion",2020-01-10 15:21:09+00:00,Hadassah855,,Sanitation
452,"To promote cleanliness and sanitation in the capital, Phnom Penh administration has put into use public toilets at 12 tourist sites. The public toilets equipped with modern technology can be used for free of charge, according to local media",2020-01-10 12:52:24+00:00,MechDara1,,Sanitation
453,#sanitation Batti's first toilets being built. #health #Gambia,2020-01-10 12:20:28+00:00,battifund1,#sanitation #health #Gambia,Sanitation
454,You mean because men’s bathrooms are filthier than women’s and men would prefer to use cleaner toilets too? Sounds reasonable to most folks...why do you begrudge them a little sanitation?,2020-01-10 11:32:00+00:00,Mac33Cam1,,Sanitation
455,"We offer portable toilets for a small home project or a large commercial construction site. At Portable Toilet Hire London, we have your sanitation requirements covered, call one of the team today to discuss your needs on 020 8594 3673.",2020-01-10 10:35:03+00:00,ToiletHireLDN,,Sanitation
456,"Swachh Bharat Mission - Urban: ​MoHUA has partnered with Google to map all public toilets on Google maps, thereby improving ease of access of sanitation facilities to citizens. As of date, 57,000 public toilets have been mapped. #SwachhSurvekshan2020",2020-01-10 09:03:28+00:00,SwachSurvekshan,#SwachhSurvekshan2020,Sanitation
457,"#Mongolian housing crisis: Families move from the steppes, finding apartments in #ulaanbaatar city too expensive, they live in the #gerdistrict which is harsh and cold with #polluted air from #coal burning, outside toilets and little access to sanitation and hygiene.",2020-01-10 08:25:59+00:00,Brooklynmonk,#Mongolian #ulaanbaatar #gerdistrict #polluted #coal,Sanitation
458,Not in favor of building a toilet at construction sites-Don't be panic! We are here to provide you with a good sanitation solution. Rent out our portable toilets(Labour-loo) at the construction sites specially designed for the laborers. Know more - https://www.3sindia.com/,2020-01-10 04:31:13+00:00,3sindia,,Sanitation
459,"""Scientific method at its purest""? REALLY? It was literally a theory never proven based on an old wives tale about milk maids. We had the smallpox vax for 100+ years and people kept on dying for those 100+ years until we finally learned about sanitation &amp; got indoor toilets.",2020-01-10 02:46:30+00:00,TruthYeti,,Sanitation
460,"This is what a ""squat toilet"" looks like. #sanitation Batti's first ever public toilets! Health Inspector is very pleased. ",2020-01-09 20:51:07+00:00,battifund1,#sanitation,Sanitation
461,Toilet building postponed until nap time was over! #sheep #snoozing Batti #sanitation project. ,2020-01-09 20:49:32+00:00,battifund1,#sheep #snoozing #sanitation,Sanitation
462,Perhaps I should invest in a pair of dungarees? Working on #sanitation - Toilets building. The guys did a great job! #publichealth,2020-01-09 20:48:02+00:00,battifund1,#sanitation #publichealth,Sanitation
463,"For a first world country and a world class city, this lack of public (free) sanitation is appalling. There should be toilets like there are dustbins. Yeah a few would relieve themselves in walls but majority would use it. Specially for women &amp; kids.",2020-01-09 19:05:17+00:00,ashishdt_ca,,Sanitation
464,Swachhagrahis of #Tiruvannamalai and #Salem districts visited School and Anganwadi centres to teach children and their mothers about the Personal Hygiene and Safe Sanitation practices.. They also ensured the cleanliness of the toilets.. @paramiyer_ @glpathy2011,2020-01-09 16:33:55+00:00,TNSanitation,#Tiruvannamalai #Salem,Sanitation
465,#MOR Sanitation is big problem in Sleeper coach Specially toilet Pls solve this problem,2020-01-09 14:23:30+00:00,hansrajmeena758,#MOR,Sanitation
466,"What's he saying? ""American mahila pani baigyanic nai jasto ke, toilet phor chan ke nai thulo nura bhayo ta?"" Is he not aware of the real health issues with unsafe sanitation?",2020-01-09 13:43:04+00:00,realsshrestha,,Sanitation
467,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,Sanitation
468,"Training on Sanitation, Village Cleanliness, Use of Toilet, Creating awareness among parents to check dropped out Children at Chandrapur village of Chandiposh G. P., Gurundia block, ITDA Panposh under OTELP plus program",2020-01-09 13:27:44+00:00,vikashngoindia,,Sanitation
469,@HemantSorenJMM Sir pls stop VIP culture in public place like patratu dam. And also pls provide proper guidelines regarding Toilets are sanitation facilities Only one toilet room out of several is operating for 1000 of people. @DC_Ramgarh @VisitJharkhand,2020-01-09 12:28:02+00:00,dips1612,,Sanitation
470,"We provide the perfect sanitation solutions for keeping things clean on #construction sites. From portable #toilets to temporary showers and hand wash stations, we work with #SouthWest businesses to keep things clean on-site - http://bit.ly/2tM3JJW ",2020-01-09 11:22:10+00:00,EHSSouthWest,#construction #toilets #SouthWest,Sanitation
471,Toilet Bidet Seat Spray Istinja Water Bathroom Home Sanitation Single Nozzle New https://ebay.us/RaIMcF via @eBay,2020-01-09 09:47:57+00:00,crazyozdiscount,,Sanitation
472,"Big brother, they are not claiming this inspection is an achievement. The guy is just being mischievous. Is a sanitation inspection with AMA to visit every household without toilet, and enforce the law. They assist the people to build some. Is not achievement..",2020-01-09 09:25:22+00:00,blackdoctor10,,Sanitation
473,"Water, Sanitation &amp; Hygiene (WaSH) acts as an important adjunct amongst children and adolescent girls. #BritanniaNutritionFoundation is working to promote good hygiene habits such as washing hands, access to safe drinking water and using toilets for defecation. #SwasthBharat",2020-01-09 05:04:00+00:00,BritanniaIndLtd,#BritanniaNutritionFoundation #SwasthBharat,Sanitation
474,Bio toilet Sanitation Park with community toilet complex in Latur District #ThursdayMotivation #safaiwala #SwachhBharat,2020-01-09 05:02:01+00:00,YkabirYusuf,#ThursdayMotivation #safaiwala #SwachhBharat,Sanitation
475,Did you know 2.3 billion people are without a toilet in the world? Go support @WhoGivesACrapTP and make a difference for those without proper sanitation https://www.talkable.com/x/1TtsgG,2020-01-08 23:53:59+00:00,kbhowells,,Sanitation
476,"Green yourself by installing DAS Biogas toilet, a non-sewered sanitation treatment system that can give you Biogas to supplement cooking fuel. ",2020-01-08 21:55:26+00:00,ekboadu,,Sanitation
